Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
345,698918714381455360,CB Community,"May we introduce our Top Realtor for 2020, Daniela Tofano!

#dtrealestate

#community1110  #leaveyourmark… https://t.co/aZVUIdZuH4","{'hashtags': [{'text': 'dtrealestate', 'indices': [60, 73]}, {'text': 'community1110', 'indices': [75, 89]}, {'text': 'leaveyourmark', 'indices': [91, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aZVUIdZuH4', 'expanded_url': 'https://twitter.com/i/web/status/1362510764842618880', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}",0,0,2021-02-18 21:14:15,18,75.90,99.00,1.00,25.77,9.00,38.89,38.89,22.22,11.11,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,5.56,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,16.67,5.56,5.56,0.00,0.00,0.00,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,50.00,11.11,5.56,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,27.78
346,17435747,CandaceJ,"My entire family has been serious about #COVID19 restrictions. We don't go anywhere, we wash our hands,we social di… https://t.co/ed4gje5CzU","{'hashtags': [{'text': 'COVID19', 'indices': [40, 48]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ed4gje5CzU', 'expanded_url': 'https://twitter.com/i/web/status/1362510517722562560', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-18 21:13:16,25,8.69,99.00,6.70,1.00,12.50,20.00,72.00,40.00,20.00,20.00,4.00,16.00,0.00,0.00,0.00,0.00,0.00,4.00,12.00,8.00,0.00,4.00,20.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,24.00,4.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,0.00,4.00,8.00,4.00,4.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00,4.00,16.00,0.00,8.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,36.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,12.00
347,1315193310588424192,Rice_Doge,"#nasa #NASAPerseverance #SocialDistance 

Social distancing at NASA https://t.co/CNiJifQP4T","{'hashtags': [{'text': 'nasa', 'indices': [0, 5]}, {'text': 'NASAPerseverance', 'indices': [6, 23]}, {'text': 'SocialDistance', 'indices': [24, 39]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1362507915660247045, 'id_str': '1362507915660247045', 'indices': [68, 91], 'media_url': 'http://pbs.twimg.com/media/EuiZuvyWQAUFIFi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EuiZuvyWQAUFIFi.jpg', 'url': 'https://t.co/CNiJifQP4T', 'display_url': 'pic.twitter.com/CNiJifQP4T', 'expanded_url': 'https://twitter.com/doge_rice/status/1362508063094288388/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1536, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}",0,0,2021-02-18 21:03:31,12,98.14,79.76,23.51,25.77,12.00,33.33,33.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,50.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67
348,800940168,YourTV Windsor,"Let's do our part #stayhome #wearamask #socialdistance #washyourhands
#YQG #covid19 #YourTVWindsor https://t.co/aRdqJoSZ4g","{'hashtags': [{'text': 'stayhome', 'indices': [18, 27]}, {'text': 'wearamask', 'indices': [28, 38]}, {'text': 'socialdistance', 'indices': [39, 54]}, {'text': 'washyourhands', 'indices': [55, 69]}, {'text': 'YQG', 'indices': [70, 74]}, {'text': 'covid19', 'indices': [75, 83]}, {'text': 'YourTVWindsor', 'indices': [84, 98]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1362505458062417927, 'id_str': '1362505458062417927', 'indices': [99, 122], 'media_url': 'http://pbs.twimg.com/media/EuiXfshXYAcKYTH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EuiXfshXYAcKYTH.jpg', 'url': 'https://t.co/aRdqJoSZ4g', 'display_url': 'pic.twitter.com/aRdqJoSZ4g', 'expanded_url': 'https://twitter.com/yourtvwindsor/status/1362505461648543746/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}",0,0,2021-02-18 20:53:10,16,56.25,99.00,1.00,25.77,16.00,43.75,31.25,18.75,12.50,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,68.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,56.25
349,860902853468192769,wild&out,We're back in action - showing houses and maintaining distance. Call us so we can help you with buying or selling a… https://t.co/qx3EcuihXG,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qx3EcuihXG', 'expanded_url': 'https://twitter.com/i/web/status/1362505426261053440', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-18 20:53:02,26,33.48,99.00,38.39,25.77,13.00,19.23,80.77,46.15,15.38,15.38,0.00,11.54,3.85,0.00,0.00,0.00,3.85,7.69,3.85,7.69,11.54,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,3.85,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,3.85,0.00,0.00,0.00,7.69,0.00,15.38,3.85,11.54,3.85,0.00,0.00,3.85,7.69,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,26.92,11.54,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,7.69
350,2166453526,Ukeme Akpan ➐,"FOOD FOR THOUGHT:

The #COVIDVaccine shot will ""ALTER YOUR DNA"".

And you still have to;

#WearMask (double in some… https://t.co/hpqMT6YiC0","{'hashtags': [{'text': 'COVIDVaccine', 'indices': [23, 36]}, {'text': 'WearMask', 'indices': [90, 99]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hpqMT6YiC0', 'expanded_url': 'https://twitter.com/i/web/status/1362502004304719876', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-18 20:39:26,24,81.63,95.20,7.84,25.77,12.00,16.67,62.50,41.67,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,4.17,12.50,8.33,4.17,4.17,0.00,12.50,0.00,0.00,0.00,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,8.33,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,50.00,12.50,0.00,4.17,4.17,0.00,0.00,0.00,8.33,0.00,4.17,16.67
351,1358441839246925834,Dr. Elizabeth Alvarez,After an observation feedback session it was time to disconnect with technology and practice an active social socia… https://t.co/x8sa8k16YR,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/x8sa8k16YR', 'expanded_url': 'https://twitter.com/i/web/status/1362501644840280069', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1,18,2021-02-18 20:38:00,23,98.23,66.81,2.02,93.61,23.00,30.43,65.22,34.78,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,8.70,13.04,4.35,0.00,4.35,0.00,4.35,8.70,4.35,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,4.35,4.35,0.00,8.70,0.00,0.00,8.70,13.04,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,17.39,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70
352,115502595,MSJMC,"Protocols are very important to mitigate against the spread of #Covid19. Always #MaskUp , #StayAtHome and… https://t.co/v3Dp2bLZld","{'hashtags': [{'text': 'Covid19', 'indices': [63, 71]}, {'text': 'MaskUp', 'indices': [80, 87]}, {'text': 'StayAtHome', 'indices': [90, 101]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/v3Dp2bLZld', 'expanded_url': 'https://twitter.com/i/web/status/1362501472206934021', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}",0,2,2021-02-18 20:37:19,20,96.79,30.86,3.37,96.76,10.00,35.00,50.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.00,5.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,45.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
353,928245330734387201,Network8CPS,After an observation feedback session it was time for social social distancing without technology with @docswin !!… https://t.co/tbgmQ0VwMe,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'docswin', 'name': 'Maurice R. Swinney, EdD', 'id': 32552207, 'id_str': '32552207', 'indices': [103, 111]}], 'urls': [{'url': 'https://t.co/tbgmQ0VwMe', 'expanded_url': 'https://twitter.com/i/web/status/1362500467322986502', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",0,6,2021-02-18 20:33:20,21,98.45,50.00,37.24,25.77,21.00,38.10,66.67,33.33,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,19.05,4.76,0.00,0.00,4.76,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,9.52,0.00,0.00,0.00,0.00,4.76,0.00,0.00,14.29,0.00,4.76,9.52,9.52,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,33.33,9.52,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,14.29
354,698918714381455360,CB Community,"Congratulations to our 2020 Award Winners! Next up, Natalie Hashka, Canadian Associate Designation!

#cbawards… https://t.co/V13DXYse57","{'hashtags': [{'text': 'cbawards', 'indices': [101, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/V13DXYse57', 'expanded_url': 'https://twitter.com/i/web/status/1362500006087954451', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}",0,0,2021-02-18 20:31:30,19,96.93,85.38,4.05,99.00,6.33,42.11,42.11,15.79,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,10.53,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32,10.53,10.53,10.53,10.53,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,47.37,10.53,10.53,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,15.79
355,1039938734467080193,Dr. Karolin Luger,@wyomingwormboy this makes me more mad than it should. A message from my basement where i have been doing the… https://t.co/3xvmO6cMg3,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'wyomingwormboy', 'name': 'wyomingwormboy', 'id': 1142890104853106688, 'id_str': '1142890104853106688', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/3xvmO6cMg3', 'expanded_url': 'https://twitter.com/i/web/status/1362498617475436546', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}",0,1,2021-02-18 20:25:59,27,46.37,13.32,15.12,1.00,13.50,11.11,70.37,51.85,18.52,11.11,11.11,0.00,0.00,0.00,0.00,7.41,7.41,7.41,14.81,3.70,0.00,0.00,18.52,7.41,7.41,3.70,3.70,3.70,3.70,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,11.11,0.00,3.70,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,7.41,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
356,6092972,"(((Alan Rosenblatt, PhD)))","Still averaging over 2000 deaths a day in the US, #COVID19 remains the number one daily cause of death in the natio… https://t.co/7SEAyrEzmr","{'hashtags': [{'text': 'COVID19', 'indices': [50, 58]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7SEAyrEzmr', 'expanded_url': 'https://twitter.com/i/web/status/1362497811070275594', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2,1,2021-02-18 20:22:46,27,99.00,77.05,58.07,25.77,27.00,14.81,62.96,37.04,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,14.81,14.81,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,22.22,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
357,1340500174230196225,justmasket,Help fight the spread of covid-19 by wearing your mask and social distancing. #maskup #maskon #maskoff #covidfacts… https://t.co/xDbS0PChNz,"{'hashtags': [{'text': 'maskup', 'indices': [78, 85]}, {'text': 'maskon', 'indices': [86, 93]}, {'text': 'maskoff', 'indices': [94, 102]}, {'text': 'covidfacts', 'indices': [103, 114]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xDbS0PChNz', 'expanded_url': 'https://twitter.com/i/web/status/1362495868486696966', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",0,0,2021-02-18 20:15:03,23,96.43,98.44,1.00,1.00,11.50,21.74,47.83,21.74,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,4.35,8.70,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,4.35,0.00,4.35,0.00,4.35,0.00,4.35,0.00,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,8.70,8.70,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,43.48,13.04,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,26.09
358,157717160,Only The Good News,"Comic Book Party 9-in. Paper Plates, see Paper Plates,  18-ct. Packs https://t.co/kItErRgkBM . #ad Paper Plates,… https://t.co/RuSwYwpPZl","{'hashtags': [{'text': 'ad', 'indices': [95, 98]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kItErRgkBM', 'expanded_url': 'https://shrsl.com/2rxap', 'display_url': 'shrsl.com/2rxap', 'indices': [69, 92]}, {'url': 'https://t.co/RuSwYwpPZl', 'expanded_url': 'https://twitter.com/i/web/status/1362495099247026176', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",2,1,2021-02-18 20:12:00,26,96.16,64.99,1.00,89.84,6.50,7.69,38.46,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,7.69,0.00,3.85,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,3.85,0.00,15.38,11.54,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,61.54,23.08,11.54,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,19.23
359,2183097084,Brian Barsuglia,"Award winning indie film, ""Social Distance"" is extremely controversial; genre defining movie creates #socialhorror… https://t.co/lyCUsdU0Gg","{'hashtags': [{'text': 'socialhorror', 'indices': [101, 114]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lyCUsdU0Gg', 'expanded_url': 'https://twitter.com/i/web/status/1362494998608928768', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",0,3,2021-02-18 20:11:36,19,77.17,70.08,4.05,99.00,19.00,42.11,57.89,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,15.79,15.79,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,15.79,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,5.26,15.79,5.26,10.53,0.00,0.00,5.26,0.00,5.26,0.00,5.26,0.00,5.26,10.53,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,47.37,10.53,5.26,0.00,5.26,0.00,0.00,0.00,10.53,0.00,0.00,15.79
360,698918714381455360,CB Community,"Congratulations to our 2020 Award Winners! Next up, Nigel Garcia, Canadian Associate Designation!

#cbawards… https://t.co/Gw3K5GR22b","{'hashtags': [{'text': 'cbawards', 'indices': [99, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Gw3K5GR22b', 'expanded_url': 'https://twitter.com/i/web/status/1362492523256680451', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}",0,1,2021-02-18 20:01:46,19,96.93,85.38,4.05,99.00,6.33,36.84,42.11,15.79,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,10.53,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32,10.53,10.53,10.53,10.53,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,47.37,10.53,10.53,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,15.79
361,41001591,LGBTQ Youth Space,"TOMORROW (02/19) needing a safe space to share? We invite youth ages 13-25 to Queer Hangout from 4pm-5pm! 
•
#LGBTQ… https://t.co/I4alRujzG4","{'hashtags': [{'text': 'LGBTQ', 'indices': [109, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/I4alRujzG4', 'expanded_url': 'https://twitter.com/i/web/status/1362486167849947136', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1,1,2021-02-18 19:36:30,27,98.87,93.07,4.97,99.00,9.00,14.81,55.56,18.52,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,3.70,11.11,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,14.81,0.00,7.41,7.41,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,14.81,11.11,0.00,0.00,0.00,3.70,0.00,3.70,3.70,14.81,0.00,3.70,11.11,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,48.15,7.41,0.00,0.00,0.00,3.70,3.70,7.41,0.00,0.00,7.41,18.52
362,698918714381455360,CB Community,"Congratulations to our 2020 Award Winners! Next up, Jesse Dore, Canadian Associate Designation!

#cbawards… https://t.co/neJIFs8aa2","{'hashtags': [{'text': 'cbawards', 'indices': [97, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/neJIFs8aa2', 'expanded_url': 'https://twitter.com/i/web/status/1362484895575117832', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}",0,0,2021-02-18 19:31:27,19,96.93,85.38,4.05,99.00,6.33,36.84,42.11,15.79,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,10.53,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32,10.53,10.53,10.53,10.53,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,47.37,10.53,10.53,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,15.79
363,1289094348,Rhonda,@RachelEReilly @ChooseNJ @TommyBracco @GinaMarieZ @NataliaNegrotti @NatalieeAnd @Marie_TBD #SocialDistance… https://t.co/rw5Uo4xECk,"{'hashtags': [{'text': 'SocialDistance', 'indices': [91, 106]}], 'symbols': [], 'user_mentions': [{'screen_name': 'RachelEReilly', 'name': 'Rachel Reilly', 'id': 191663909, 'id_str': '191663909', 'indices': [0, 14]}, {'screen_name': 'ChooseNJ', 'name': 'Choose New Jersey', 'id': 369758402, 'id_str': '369758402', 'indices': [15, 24]}, {'screen_name': 'TommyBracco', 'name': 'Tommy Bracco', 'id': 257734144, 'id_str': '257734144', 'indices': [25, 37]}, {'screen_name': 'GinaMarieZ', 'name': 'GinaMarie Zimmerman', 'id': 34875898, 'id_str': '34875898', 'indices': [38, 49]}, {'screen_name': 'NataliaNegrotti', 'name': 'Natalie Negrotti', 'id': 1157406157, 'id_str': '1157406157', 'indices': [50, 66]}, {'screen_name': 'NatalieeAnd', 'name': 'Natalie Anderson', 'id': 105681154, 'id_str': '105681154', 'indices': [67, 79]}, {'screen_name': 'Marie_TBD', 'name': 'Marie_TBD', 'id': 338437527, 'id_str': '338437527', 'indices': [80, 90]}], 'urls': [{'url': 'https://t.co/rw5Uo4xECk', 'expanded_url': 'https://twitter.com/i/web/status/1362482379097571330', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}",0,0,2021-02-18 19:21:27,14,93.26,50.00,1.06,25.77,14.00,57.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,92.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.57
